ORF,Name,Allele,Strain ID,Plate,Row,Column
YMR271C,URA10,,DMA3865,1,1,1
YMR271C,URA10,,DMA3865,1,1,2
YMR271C,URA10,,DMA3865,1,1,3
YMR271C,URA10,,DMA3865,1,1,4
YMR271C,URA10,,DMA3865,1,1,5
YMR271C,URA10,,DMA3865,1,1,6
YMR271C,URA10,,DMA3865,1,1,7
YMR271C,URA10,,DMA3865,1,1,8
YMR271C,URA10,,DMA3865,1,1,9
YMR271C,URA10,,DMA3865,1,1,10
YMR271C,URA10,,DMA3865,1,1,11
YMR271C,URA10,,DMA3865,1,1,12
YMR271C,URA10,,DMA3865,1,1,13
YMR271C,URA10,,DMA3865,1,1,14
YMR271C,URA10,,DMA3865,1,1,15
YMR271C,URA10,,DMA3865,1,1,16
YMR271C,URA10,,DMA3865,1,1,17
YMR271C,URA10,,DMA3865,1,1,18
YMR271C,URA10,,DMA3865,1,1,19
YMR271C,URA10,,DMA3865,1,1,20
YMR271C,URA10,,DMA3865,1,1,21
YMR271C,URA10,,DMA3865,1,1,22
YMR271C,URA10,,DMA3865,1,1,23
YMR271C,URA10,,DMA3865,1,1,24
YMR271C,URA10,,DMA3865,1,2,1
YML105C,SEC65,sec65-1,TSA710,1,2,2
YOR329C,SCD5,scd5-pp1d2,TSA570,1,2,3
YJR076C,CDC11,cdc11-2,TSA82,1,2,4
YGR119C,NUP57,nup57-e17,TSA954,1,2,5
YPR055W,SEC8,sec8-9,TSA122,1,2,6
YGR140W,CBF2,cbf2-1,TSA133,1,2,7
YLR452C,SST2,,DMA3495,1,2,8
YDL029W,ARP2,arp2-14,TSA886,1,2,9
YDR150W,NUM1,,DMA946,1,2,10
YMR296C,LCB1,lcb1-4,TSA602,1,2,11
YIR011C,STS1,sts1-5001,TSA1105,1,2,12
YOR361C,PRT1,prt1-1,TSA27,1,2,13
YFL009W,CDC4,cdc4-2,TSA415,1,2,14
YGL247W,BRR6,brr6-5001,TSA1123,1,2,15
BLANK,BLANK,,,1,2,16
YLR117C,CLF1,clf1-1,TSA1047,1,2,17
YJL034W,KAR2,kar2-159,TSA210,1,2,18
YJL125C,GCD14,gcd14-4,TSA620,1,2,19
YER038C,KRE29,kre29-ts2,TSA996,1,2,20
YPL010W,RET3,ret3-1,TSA689,1,2,21
YHR069C,RRP4,rrp4-1,TSA724,1,2,22
YBR202W,MCM7,cdc47-ts,TSA125,1,2,23
YMR271C,URA10,,DMA3865,1,2,24
YMR271C,URA10,,DMA3865,1,3,1
YNL041C,COG6,,DMA3970,1,3,2
YDR044W,HEM13,hem13-5001,TSA1076,1,3,3
YBR160W,CDC28,cdc28-13,TSA175,1,3,4
YMR079W,SEC14,sec14-3,TSA53,1,3,5
YBL097W,BRN1,brn1-9,TSA510,1,3,6
YMR307W,GAS1,,DMA3905,1,3,7
YGL207W,SPT16,spt16-ts,TSA339,1,3,8
YML046W,PRP39,prp39-1,TSA494,1,3,9
YDR364C,CDC40,cdc40-ts,TSA18,1,3,10
YNL232W,CSL4,csl4-5001,TSA1156,1,3,11
YDL126C,CDC48,cdc48-9,TSA179,1,3,12
YLR022C,SDO1,sdo1-vma1-ts,TSA1026,1,3,13
YNR026C,SEC12,sec12-4,TSA60,1,3,14
YLL002W,RTT109,,DMA3033,1,3,15
YNL061W,NOP2,nop2-6,TSA628,1,3,16
YER157W,COG3,cog3-1,TSA41,1,3,17
YPL047W,SGF11,,DMA4811,1,3,18
YLR071C,RGR1,rgr1-100,TSA908,1,3,19
YOL018C,TLG2,,DMA4304,1,3,20
YOR224C,RPB8,rpb8-5001,TSA1195,1,3,21
YKL035W,UGP1,ugp1-5001,TSA1155,1,3,22
YBR060C,ORC2,orc2-4,TSA309,1,3,23
YMR271C,URA10,,DMA3865,1,3,24
YMR271C,URA10,,DMA3865,1,4,1
YEL026W,SNU13,snu13-l67w,TSA810,1,4,2
YNL132W,KRE33,kre33-5001,TSA1262,1,4,3
YOR020C,HSP10,hsp10-ts,TSA681,1,4,4
YOR103C,OST2,ost2-5001,TSA1158,1,4,5
YML102W,CAC2,,DMA3590,1,4,6
YHR007C,ERG11,erg11-td,TSA14,1,4,7
YBR049C,REB1,reb1-5001,TSA1107,1,4,8
YML028W,TSA1,,DMA3534,1,4,9
YGL219C,MDM34,mdm34-supp1,DMA1748,1,4,10
YOR294W,RRS1,rrs1-124,TSA687,1,4,11
YNL118C,DCP2,dcp2-7,TSA743,1,4,12
YJL081C,ARP4,arp4-g161d,TSA618,1,4,13
YBR193C,MED8,med8-39,TSA751,1,4,14
YDR172W,SUP35,sup35-td,TSA28,1,4,15
YGR270W,YTA7,,DMA2009,1,4,16
YKL193C,SDS22,sds22-6,TSA573,1,4,17
YDR394W,RPT3,rpt3-1,TSA785,1,4,18
YJL097W,PHS1,phs1-1,TSA896,1,4,19
YOL066C,RIB2,rib2-5001,TSA1181,1,4,20
YLR088W,GAA1,gaa1-ts,TSA207,1,4,21
YER148W,SPT15,spt15-i143n,TSA812,1,4,22
YAL034W-A,MTW1,mtw1-ts,TSA235,1,4,23
YMR271C,URA10,,DMA3865,1,4,24
YMR271C,URA10,,DMA3865,1,5,1
YPR176C,BET2,bet2-1-supp1,TSA143,1,5,2
YDR021W,FAL1,fal1-1,TSA728,1,5,3
YIL048W,NEO1,neo1-2,TSA188,1,5,4
YMR190C,SGS1,,DMA3784,1,5,5
YHR036W,BRL1,brl1-c371s,TSA1042,1,5,6
YDL043C,PRP11,prp11-ts,TSA369,1,5,7
YFL039C,ACT1,act1-132,TSA216,1,5,8
YJL046W,AIM22,,DMA2464,1,5,9
YER125W,RSP5,rsp5-sm1,TSA464,1,5,10
YEL019C,MMS21,mms21-1,TSA533,1,5,11
YDR293C,SSD1,,DMA1035,1,5,12
YGR081C,SLX9,,DMA1857,1,5,13
YDR434W,GPI17,gpi17-5001,TSA1178,1,5,14
YPL169C,MEX67,mex67-ts5,TSA816,1,5,15
YHR191C,CTF8,,DMA2228,1,5,16
YDR050C,TPI1,tpi1-1670,TSA988,1,5,17
YDL126C,CDC48,cdc48-2,TSA209,1,5,18
YGL151W,NUT1,,DMA1703,1,5,19
YBR026C,ETR1,,DMA196,1,5,20
YBR102C,EXO84,exo84-102,TSA24,1,5,21
YNL189W,SRP1,srp1-5001,TSA1182,1,5,22
YLR045C,STU2,stu2-13,TSA555,1,5,23
YMR271C,URA10,,DMA3865,1,5,24
YMR271C,URA10,,DMA3865,1,6,1
YOR336W,KRE5,kre5-ts2,TSA139,1,6,2
YLR347C,KAP95,kap95-e126k,TSA228,1,6,3
YFL039C,ACT1,act1-122,TSA219,1,6,4
YOR057W,SGT1,sgt1-3,TSA830,1,6,5
YNR043W,MVD1,mvd1-1296,TSA828,1,6,6
YFR052W,RPN12,rpn12-1,TSA405,1,6,7
YFR050C,PRE4,pre4-5001,TSA1139,1,6,8
YDR356W,SPC110,spc110-220,TSA301,1,6,9
YFL005W,SEC4,sec4-8,TSA307,1,6,10
YGL113W,SLD3,sld3-5001,TSA1119,1,6,11
YGL233W,SEC15,sec15-1,TSA40,1,6,12
YMR304W,UBP15,,DMA3909,1,6,13
YDR498C,SEC20,sec20-1,TSA55,1,6,14
YGL245W,GUS1,gus1-5001,TSA1194,1,6,15
YKR086W,PRP16,prp16-2,TSA598,1,6,16
YGL130W,CEG1,ceg1-c354,TSA124,1,6,17
YLR056W,ERG3,,DMA3153,1,6,18
YDL028C,MPS1,mps1-417,TSA169,1,6,19
YHR040W,BCD1,bcd1-5001,TSA1067,1,6,20
YDR341C,,ydr341c-5001,TSA1118,1,6,21
YNL163C,RIA1,ria1-ts,TSA1019,1,6,22
YPR085C,ASA1,asa1-5001,TSA1232,1,6,23
YMR271C,URA10,,DMA3865,1,6,24
YMR271C,URA10,,DMA3865,1,7,1
YPR016C,TIF6,tif6-ts4,TSA1010,1,7,2
YOR116C,RPO31,rpo31-698,TSA831,1,7,3
YCR052W,RSC6,rsc6-5001,TSA1191,1,7,4
YOR257W,CDC31,cdc31-5,TSA152,1,7,5
YKL213C,DOA1,,DMA2910,1,7,6
YLR293C,GSP1,gsp1-p162l,TSA256,1,7,7
YDR356W,SPC110,spc110-221,TSA276,1,7,8
YOR122C,PFY1,pfy1-13,TSA233,1,7,9
YGR172C,YIP1,yip1-40,TSA981,1,7,10
YDR302W,GPI11,gpi11-5001,TSA1177,1,7,11
YIL104C,SHQ1,shq1-5001,TSA1100,1,7,12
YJR046W,TAH11,tah11-ts,TSA705,1,7,13
YHR058C,MED6,med6-5001,TSA1094,1,7,14
YCR002C,CDC10,cdc10-4,TSA81,1,7,15
YBL105C,PKC1,pkc1-3,TSA541,1,7,16
YDR236C,FMN1,fmn1-5001,TSA1245,1,7,17
YOR074C,CDC21,cdc21-1,TSA927,1,7,18
YDL087C,LUC7,luc7-1,TSA711,1,7,19
YCL061C,MRC1,,DMA522,1,7,20
YOR204W,DED1,ded1-199,TSA557,1,7,21
YGR172C,YIP1,yip1-4,TSA980,1,7,22
YDL098C,SNU23,snu23-5001,TSA1079,1,7,23
YMR271C,URA10,,DMA3865,1,7,24
YMR271C,URA10,,DMA3865,1,8,1
YDR527W,RBA50,rba50-5001,TSA1216,1,8,2
YBL105C,PKC1,pkc1-ts,TSA535,1,8,3
YLR317W,,ylr317w-5001,TSA1151,1,8,4
YLL038C,ENT4,,DMA3057,1,8,5
YML031W,NDC1,ndc1-4,TSA176,1,8,6
YIL083C,CAB2,cab2-5001,TSA1212,1,8,7
YPL255W,BBP1,bbp1-1,TSA691,1,8,8
YMR308C,PSE1,pse1-41,TSA683,1,8,9
YGL047W,ALG13,alg13-5001,TSA1197,1,8,10
YLR033W,RSC58,rsc58-5001,TSA1145,1,8,11
YGL048C,RPT6,rpt6-20,TSA907,1,8,12
YDL028C,MPS1,mps1-3796,TSA167,1,8,13
YKL112W,ABF1,abf1-101,TSA837,1,8,14
YGR156W,PTI1,pti1-ts7-supp1,TSA477,1,8,15
YPL209C,IPL1,ipl1-2,TSA206,1,8,16
YDR182W,CDC1,cdc1-6,TSA414,1,8,17
YDL103C,QRI1,qri1-ts6,TSA860,1,8,18
YFL039C,ACT1,act1-155,TSA220,1,8,19
YJL115W,ASF1,,DMA2518,1,8,20
YMR061W,RNA14,rna14-5001,TSA1106,1,8,21
YBR087W,RFC5,rfc5-1,TSA887,1,8,22
YLR110C,CCW12,,DMA3198,1,8,23
YMR271C,URA10,,DMA3865,1,8,24
YMR271C,URA10,,DMA3865,1,9,1
YLR163C,MAS1,mas1-1,TSA497,1,9,2
YAL013W,DEP1,,DMA16,1,9,3
YDL028C,MPS1,mps1-6,TSA170,1,9,4
YJR093C,FIP1,fip1-5001,TSA1096,1,9,5
YNL258C,DSL1,dsl1-dc30,TSA418,1,9,6
YMR239C,RNT1,rnt1-ts,TSA673,1,9,7
YLR193C,UPS1,ups1-supp1,DMA3256,1,9,8
YMR197C,VTI1,vti1-2,TSA634,1,9,9
YJR057W,CDC8,cdc8-2,TSA22,1,9,10
YBR109C,CMD1,cmd1-1,TSA154,1,9,11
YOR074C,CDC21,cdc21-ts,TSA147,1,9,12
YJL168C,SET2,,DMA2546,1,9,13
YCL010C,SGF29,,DMA478,1,9,14
YDL132W,CDC53,cdc53-1,TSA974,1,9,15
YGR246C,BRF1,brf1-w107r,TSA478,1,9,16
YJL203W,PRP21,prp21-ts,TSA401,1,9,17
YIL068C,SEC6,sec6-4,TSA38,1,9,18
YDR060W,MAK21,mak21-1,TSA249,1,9,19
YDR145W,TAF12,taf12-9,TSA514,1,9,20
YOR184W,SER1,,DMA4596,1,9,21
YBR080C,SEC18,sec18-1,TSA54,1,9,22
YJR076C,CDC11,cdc11-4,TSA126,1,9,23
YMR271C,URA10,,DMA3865,1,9,24
YMR271C,URA10,,DMA3865,1,10,1
YLR026C,SED5,sed5-1,TSA198,1,10,2
YAL003W,EFB1,efb1-4,TSA987,1,10,3
YGL043W,DST1,,DMA1631,1,10,4
YLR276C,DBP9,dbp9-5001,TSA1148,1,10,5
YLR208W,SEC13,sec13-1,TSA52,1,10,6
YHR065C,RRP3,rrp3-5001,TSA1261,1,10,7
YKL173W,SNU114,snu114-40,TSA622,1,10,8
YGR091W,PRP31,prp31-ts,TSA400,1,10,9
YDL208W,NHP2,nhp2-5001,TSA1176,1,10,10
YPL235W,RVB2,rvb2-5001,TSA1202,1,10,11
YLR342W,FKS1,,DMA3377,1,10,12
YPR179C,HDA3,,DMA5157,1,10,13
YGR103W,NOP7,nop7-1,TSA447,1,10,14
YKR022C,NTR2,ntr2-5001,TSA1231,1,10,15
YDR512C,EMI1,,DMA1213,1,10,16
YLR340W,RPP0,rpp0-5001,TSA1152,1,10,17
YPL228W,CET1,cet1-1,TSA270,1,10,18
YPL174C,NIP100,,DMA4918,1,10,19
YHR101C,BIG1,big1-5001,TSA1129,1,10,20
YJL104W,PAM16,pam16-3,TSA499,1,10,21
YDR162C,NBP2,,DMA958,1,10,22
YKL019W,RAM2,ram2-5001,TSA1273,1,10,23
YMR271C,URA10,,DMA3865,1,10,24
YMR271C,URA10,,DMA3865,1,11,1
YPR086W,SUA7,sua7-5001,TSA1274,1,11,2
YCL052C,PBN1,pbn1-5001,TSA1069,1,11,3
YDL028C,MPS1,mps1-1,TSA166,1,11,4
YOR151C,RPB2,rpb2-6,TSA693,1,11,5
YKL024C,URA6,ura6-4,TSA1031,1,11,6
YGR140W,CBF2,cbf2-2,TSA221,1,11,7
YGL075C,MPS2,mps2-2,TSA444,1,11,8
YFL034C-B,MOB2,mob2-24,TSA813,1,11,9
YOR085W,OST3,,DMA4524,1,11,10
YBL026W,LSM2,lsm2-5001,TSA1065,1,11,11
YPR070W,MED1,,DMA5068,1,11,12
YJR006W,POL31,hys2-ts,TSA794,1,11,13
YOR259C,RPT4,rpt4-145,TSA263,1,11,14
YNL138W,SRV2,srv2-2,TSA800,1,11,15
YFL039C,ACT1,act1-119,TSA215,1,11,16
YLR367W,RPS22B,,DMA3402,1,11,17
YFL039C,ACT1,act1-133,TSA141,1,11,18
YER083C,GET2,,DMA1389,1,11,19
YOR181W,LAS17,las17-1,TSA912,1,11,20
YLR397C,AFG2,afg2-18,TSA266,1,11,21
YGL116W,CDC20,cdc20-3,TSA368,1,11,22
YDR235W,PRP42,prp42-5001,TSA1085,1,11,23
YMR271C,URA10,,DMA3865,1,11,24
YMR271C,URA10,,DMA3865,1,12,1
YCL061C,MRC1,,DMA522,1,12,2
YGL045W,RIM8,,DMA1630,1,12,3
YBR079C,RPG1,rpg1-1,TSA990,1,12,4
YBR155W,CNS1,cns1-1,TSA567,1,12,5
YOL038W,PRE6,pre6-5001,TSA1153,1,12,6
YBL034C,STU1,stu1-12,TSA822,1,12,7
YDR238C,SEC26,sec26-11d26,TSA722,1,12,8
YLR186W,EMG1,emg1-5001,TSA1141,1,12,9
YML041C,VPS71,,DMA3546,1,12,10
YDR002W,YRB1,yrb1-51,TSA582,1,12,11
YDR196C,CAB5,cab5-1,TSA890,1,12,12
YJL039C,NUP192,nup192-15,TSA496,1,12,13
YCL059C,KRR1,krr1-18,TSA326,1,12,14
YLL031C,GPI13,gpi13-5,TSA197,1,12,15
YER018C,SPC25,spc25-1,TSA473,1,12,16
YIL118W,RHO3,rho3-1,TSA654,1,12,17
YGR009C,SEC9,sec9-4,TSA57,1,12,18
YKL021C,MAK11,mak11-5001,TSA1097,1,12,19
YDR361C,BCP1,bcp1-ts,TSA580,1,12,20
YKL203C,TOR2,tor2-21,TSA398,1,12,21
YFL039C,ACT1,act1-111,TSA214,1,12,22
YKL112W,ABF1,abf1-103,TSA335,1,12,23
YMR271C,URA10,,DMA3865,1,12,24
YMR271C,URA10,,DMA3865,1,13,1
YBL093C,ROX3,rox3-182,TSA1015,1,13,2
YOR174W,MED4,med4-6,TSA738,1,13,3
YLR378C,SEC61,sec61-2,TSA213,1,13,4
YPL209C,IPL1,ipl1-1,TSA165,1,13,5
YKL144C,RPC25,rpc25-5001,TSA1124,1,13,6
YBR079C,RPG1,rpg1-5001,TSA1060,1,13,7
YKL032C,IXR1,,DMA2770,1,13,8
YDL090C,RAM1,ram1-119,TSA327,1,13,9
YDL102W,POL3,cdc2-7,TSA17,1,13,10
YGR135W,PRE9,,DMA1892,1,13,11
YOL001W,PHO80,,DMA4274,1,13,12
YLR298C,YHC1,yhc1-8,TSA844,1,13,13
YDL102W,POL3,cdc2-1,TSA406,1,13,14
YLR321C,SFH1,sfh1-1,TSA952,1,13,15
YNL061W,NOP2,nop2-9,TSA630,1,13,16
YGR005C,TFG2,tfg2-5001,TSA1137,1,13,17
YDR141C,DOP1,dop1-1,TSA854,1,13,18
YLR440C,SEC39,sec39-2,TSA726,1,13,19
YGR113W,DAM1,dam1-1,TSA245,1,13,20
YBR234C,ARC40,arc40-5001,TSA1070,1,13,21
YCL061C,MRC1,,DMA522,1,13,22
YOR149C,SMP3,smp3-2,TSA204,1,13,23
YMR271C,URA10,,DMA3865,1,13,24
YMR271C,URA10,,DMA3865,1,14,1
YML064C,TEM1,tem1-3-supp1,TSA225,1,14,2
YMR076C,PDS5,pds5-1,TSA983,1,14,3
YNL216W,RAP1,rap1-1,TSA558,1,14,4
YER006W,NUG1,nug1-2,TSA786,1,14,5
YPL020C,ULP1,ulp1-333,TSA566,1,14,6
YGR091W,PRP31,prp31-1,TSA472,1,14,7
YPR033C,HTS1,hts1-1,TSA945,1,14,8
YPR023C,EAF3,,DMA5033,1,14,9
YOR244W,ESA1,esa1-l254p,TSA560,1,14,10
YBR198C,TAF5,taf5-15,TSA512,1,14,11
YDR246W,TRS23,trs23-5001,TSA1220,1,14,12
YDL014W,NOP1,nop1-2,TSA803,1,14,13
YPL055C,LGE1,,DMA4805,1,14,14
YDL014W,NOP1,nop1-3,TSA128,1,14,15
YOR014W,RTS1,,DMA4431,1,14,16
YNR035C,ARC35,arc35-6,TSA471,1,14,17
YEL055C,POL5,pol5-2,TSA594,1,14,18
YFL039C,ACT1,act1-3,TSA137,1,14,19
YPR161C,SGV1,sgv1-80,TSA1028,1,14,20
YOR196C,LIP5,,DMA4586,1,14,21
YOR341W,RPA190,rpa190-1,TSA530,1,14,22
YLR347C,KAP95,kap95-l63a,TSA226,1,14,23
YMR271C,URA10,,DMA3865,1,14,24
YMR271C,URA10,,DMA3865,1,15,1
YGL120C,PRP43,prp43-ts2,TSA607,1,15,2
YDR054C,CDC34,cdc34-1,TSA92,1,15,3
YER013W,PRP22,prp22-1,TSA237,1,15,4
YOL069W,NUF2,nuf2-5001,TSA1154,1,15,5
YDR062W,LCB2,lcb2-2,TSA575,1,15,6
YKR037C,SPC34,spc34-7,TSA857,1,15,7
YOR004W,UTP23,utp23-5001,TSA1057,1,15,8
YNL102W,POL1,pol1-2,TSA344,1,15,9
YFL017C,GNA1,gna1-5001,TSA1244,1,15,10
YMR197C,VTI1,vti1-11-supp1,TSA635,1,15,11
YOL130W,ALR1,alr1-5001,TSA1271,1,15,12
YDL126C,CDC48,cdc48-1,TSA826,1,15,13
YCR002C,CDC10,cdc10-5,TSA899,1,15,14
YGR277C,CAB4,cab4-5001,TSA1205,1,15,15
YDR062W,LCB2,lcb2-1,TSA586,1,15,16
YAL041W,CDC24,cdc24-1,TSA408,1,15,17
YDL045C,FAD1,fad1-5001,TSA1116,1,15,18
YDR292C,SRP101,srp101-47,TSA733,1,15,19
YER171W,RAD3,rad3-ts14,TSA588,1,15,20
YML103C,NUP188,,DMA3612,1,15,21
YDR240C,SNU56,snu56-5001,TSA1235,1,15,22
YGL075C,MPS2,mps2-1,TSA443,1,15,23
YMR271C,URA10,,DMA3865,1,15,24
YMR271C,URA10,,DMA3865,1,16,1
YMR271C,URA10,,DMA3865,1,16,2
YMR271C,URA10,,DMA3865,1,16,3
YMR271C,URA10,,DMA3865,1,16,4
YMR271C,URA10,,DMA3865,1,16,5
YMR271C,URA10,,DMA3865,1,16,6
YMR271C,URA10,,DMA3865,1,16,7
YMR271C,URA10,,DMA3865,1,16,8
YMR271C,URA10,,DMA3865,1,16,9
YMR271C,URA10,,DMA3865,1,16,10
YMR271C,URA10,,DMA3865,1,16,11
YMR271C,URA10,,DMA3865,1,16,12
YMR271C,URA10,,DMA3865,1,16,13
YMR271C,URA10,,DMA3865,1,16,14
YMR271C,URA10,,DMA3865,1,16,15
YMR271C,URA10,,DMA3865,1,16,16
YMR271C,URA10,,DMA3865,1,16,17
YMR271C,URA10,,DMA3865,1,16,18
YMR271C,URA10,,DMA3865,1,16,19
YMR271C,URA10,,DMA3865,1,16,20
YMR271C,URA10,,DMA3865,1,16,21
YMR271C,URA10,,DMA3865,1,16,22
YMR271C,URA10,,DMA3865,1,16,23
YMR271C,URA10,,DMA3865,1,16,24
YMR271C,URA10,,DMA3865,2,1,1
YMR271C,URA10,,DMA3865,2,1,2
YMR271C,URA10,,DMA3865,2,1,3
YMR271C,URA10,,DMA3865,2,1,4
YMR271C,URA10,,DMA3865,2,1,5
YMR271C,URA10,,DMA3865,2,1,6
YMR271C,URA10,,DMA3865,2,1,7
YMR271C,URA10,,DMA3865,2,1,8
YMR271C,URA10,,DMA3865,2,1,9
YMR271C,URA10,,DMA3865,2,1,10
YMR271C,URA10,,DMA3865,2,1,11
YMR271C,URA10,,DMA3865,2,1,12
YMR271C,URA10,,DMA3865,2,1,13
YMR271C,URA10,,DMA3865,2,1,14
YMR271C,URA10,,DMA3865,2,1,15
YMR271C,URA10,,DMA3865,2,1,16
YMR271C,URA10,,DMA3865,2,1,17
YMR271C,URA10,,DMA3865,2,1,18
YMR271C,URA10,,DMA3865,2,1,19
YMR271C,URA10,,DMA3865,2,1,20
YMR271C,URA10,,DMA3865,2,1,21
YMR271C,URA10,,DMA3865,2,1,22
YMR271C,URA10,,DMA3865,2,1,23
YMR271C,URA10,,DMA3865,2,1,24
YMR271C,URA10,,DMA3865,2,2,1
YEL034W,HYP2,hyp2-2,TSA750,2,2,2
YMR154C,RIM13,,DMA3750,2,2,3
YBR253W,SRB6,srb6-5001,TSA1068,2,2,4
YDL220C,CDC13,cdc13-1,TSA881,2,2,5
YGR113W,DAM1,dam1-11,TSA240,2,2,6
YBR082C,UBC4,,DMA245,2,2,7
YBR070C,ALG14,alg14-5001,TSA1061,2,2,8
YKL074C,MUD2,,DMA2820,2,2,9
YDR303C,RSC3,rsc3-1,TSA503,2,2,10
YNL079C,TPM1,tpm1-supp1,DMA3988,2,2,11
YPL101W,ELP4,,DMA4843,2,2,12
YFL039C,ACT1,act1-108,TSA904,2,2,13
YHR122W,CIA2,cia2-5001,TSA1208,2,2,14
YNL102W,POL1,pol1-12,TSA897,2,2,15
YLR078C,BOS1,bos1-1,TSA199,2,2,16
YOR149C,SMP3,smp3-1,TSA849,2,2,17
YFL009W,CDC4,cdc4-1,TSA878,2,2,18
YAR019C,CDC15,cdc15-2,TSA882,2,2,19
YPR055W,SEC8,sec8-6,TSA364,2,2,20
YFL013C,IES1,,DMA5282,2,2,21
YJR065C,ARP3,arp3-h161a,TSA297,2,2,22
YGR092W,DBF2,,DMA1850,2,2,23
YMR271C,URA10,,DMA3865,2,2,24
YMR271C,URA10,,DMA3865,2,3,1
YFL039C,ACT1,act1-124,TSA72,2,3,2
YFL034C-B,MOB2,mob2-19,TSA939,2,3,3
YDR060W,MAK21,mak21-3,TSA250,2,3,4
YLR100W,ERG27,erg27-5001,TSA1172,2,3,5
YML065W,ORC1,orc1-5001,TSA1170,2,3,6
YLL031C,GPI13,gpi13-4,TSA959,2,3,7
YNL061W,NOP2,nop2-4-supp1,TSA627,2,3,8
YKL189W,HYM1,hym1-15,TSA892,2,3,9
YNL262W,POL2,pol2-12,TSA20,2,3,10
YLR045C,STU2,stu2-11,TSA545,2,3,11
YGR099W,TEL2,tel2-7,TSA604,2,3,12
YFR031C,SMC2,smc2-8,TSA522,2,3,13
YGL022W,STT3,stt3-7,TSA544,2,3,14
YBL050W,SEC17,sec17-1,TSA45,2,3,15
YDL213C,NOP6,,DMA796,2,3,16
YOL034W,SMC5,smc5-6,TSA727,2,3,17
YHR052W,CIC1,cic1-2,TSA713,2,3,18
YDL105W,NSE4,nse4-ts4,TSA993,2,3,19
YHR166C,CDC23,cdc23-4,TSA87,2,3,20
YGL092W,NUP145,nup145-r4,TSA977,2,3,21
YPR133C,SPN1,spn1-k192n,TSA1011,2,3,22
YDR158W,HOM2,,DMA938,2,3,23
YMR271C,URA10,,DMA3865,2,3,24
YMR271C,URA10,,DMA3865,2,4,1
YDL207W,GLE1,gle1-2,TSA919,2,4,2
YOR181W,LAS17,las17-13,TSA924,2,4,3
YOR257W,CDC31,cdc31-2,TSA151,2,4,4
YML001W,YPT7,,DMA3511,2,4,5
YLR418C,CDC73,,DMA3477,2,4,6
YGL145W,TIP20,tip20-5,TSA271,2,4,7
YGL115W,SNF4,,DMA1678,2,4,8
YEL055C,POL5,pol5-1,TSA595,2,4,9
YDR437W,GPI19,gpi19-2,TSA1014,2,4,10
YDL105W,NSE4,nse4-ts3,TSA992,2,4,11
YFR004W,RPN11,rpn11-8,TSA521,2,4,12
YJL085W,EXO70,exo70-38,TSA848,2,4,13
YDL008W,APC11,apc11-13,TSA783,2,4,14
YJL035C,TAD2,tad2-5001,TSA1099,2,4,15
YDR087C,RRP1,rrp1-1,TSA181,2,4,16
YBR109C,CMD1,cmd1-8,TSA157,2,4,17
YDR189W,SLY1,sly1-ts,TSA251,2,4,18
YNL002C,RLP7,rlp7-5001,TSA1159,2,4,19
YKL089W,MIF2,mif2-3,TSA113,2,4,20
YNL153C,GIM3,,DMA4055,2,4,21
YPL057C,SUR1,,DMA4803,2,4,22
YOR075W,UFE1,ufe1-1,TSA212,2,4,23
YMR271C,URA10,,DMA3865,2,4,24
YMR271C,URA10,,DMA3865,2,5,1
YGR211W,ZPR1,zpr1-1,TSA547,2,5,2
YDR196C,CAB5,cab5-5001,TSA1204,2,5,3
YDL017W,CDC7,cdc7-4,TSA131,2,5,4
YAL011W,SWC3,,DMA17,2,5,5
YHR036W,BRL1,brl1-c371r,TSA1041,2,5,6
YFL034C-B,MOB2,mob2-22,TSA610,2,5,7
YLR212C,TUB4,tub4-y445d,TSA717,2,5,8
YJR074W,MOG1,,DMA2663,2,5,9
YPR175W,DPB2,dpb2-1,TSA349,2,5,10
YLR005W,SSL1,ssl1-5001,TSA1132,2,5,11
YHR085W,IPI1,ipi1-5001,TSA1217,2,5,12
YAR019C,CDC15,cdc15-1,TSA821,2,5,13
YDR145W,TAF12,taf12-w486stop,TSA515,2,5,14
YBR211C,AME1,ame1-4,TSA716,2,5,15
YGR264C,MES1,mes1-1,TSA35,2,5,16
YFL009W,CDC4,cdc4-3,TSA334,2,5,17
YDR245W,MNN10,mnn10-supp1,DMA1003,2,5,18
YBR142W,MAK5,mak5-5001,TSA1109,2,5,19
YKL069W,,,DMA2802,2,5,20
YDR156W,RPA14,,DMA940,2,5,21
YIR012W,SQT1,sqt1-201,TSA617,2,5,22
YPR103W,PRE2,pre2-2,TSA917,2,5,23
YMR271C,URA10,,DMA3865,2,5,24
YMR271C,URA10,,DMA3865,2,6,1
YDL143W,CCT4,cct4-1,TSA729,2,6,2
YKR092C,SRP40,,DMA3002,2,6,3
YKR002W,PAP1,pap1-1,TSA194,2,6,4
YEL034W,HYP2,hyp2-1159-supp1,TSA749,2,6,5
YBL041W,PRE7,pre7-5001,TSA1064,2,6,6
YDR460W,TFB3,tfb3-ts,TSA951,2,6,7
YNL075W,IMP4,imp4-2,TSA556,2,6,8
YDL111C,RRP42,rrp42-5001,TSA1091,2,6,9
YMR296C,LCB1,lcb1-5,TSA600,2,6,10
YNL102W,POL1,pol1-ts,TSA343,2,6,11
YIL021W,RPB3,rpb3-2,TSA615,2,6,12
YLL004W,ORC3,orc3-70,TSA351,2,6,13
